"label","gender","profession","ideology_binary","ideology_multiclass","tweet"
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Escritores con reconocido prestigio internacional han razonado las contradicciones del nacionalismo catalán. Eso no importa cuando, en pleno desmantelamiento intelectual, lo único que usan es el desgastado dicterio de ""fascista"". Lo hablo con @user presidenta de @user"
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","""La mediocridad de los necios no gozaría de tantas libertades y simpatías si la inteligencia de los discretos no se amancebara con ella de forma tan frecuente, tan cobarde y tan barata""."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user La mayoría de usuarios que verían razonable que el niño perdiera una mano por darle con una botella. Seres de luz."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Ay, la memoria, la puta memoria. A muchos no se nos ha olvidado esto, Iñaki."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Cuando me preguntan cómo se me dan los caballos, me acuerdo de lo que dice Robert Mitchum en Hombres Errantes: ""Yo he nacido para domar caballos como otros han nacido para predicar. Puedo lograr de ellos todo menos que hablen mexicano""."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Sobre la leyenda negra y el desconocimiento histórico hablo con Cecilia Rodríguez, periodista venezolana en Cataluña. Aquí completa:."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","""Seamos serios. Lo inaceptable es vender la matraca ecológica, el discurso hippie de transporte público o usted vaya en patinete, la monserga anticapitalista, lo de “me ofenden sus sueldos y sus áticos” y luego actuar como actúan"". Artículo:."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","El personaje de Gene Hackman (extraordinario, como siempre) es el de un tipo que podía ir a un strip club el sábado noche y el domingo a misa. Como digo, empezaban los 70 y el código Hays había dejado de estar en vigor un par de años antes."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Pues será lo que queráis que sea, pero no será James Bond, al menos no el que creó Ian Fleming. Que será muy woke y muy respetable, sí, pero es como si el musical del Rey León lo protagoniza un pingüino."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user No hay servicios, no hay comercios, no hay industria, no hay jóvenes y no hay trabajo. Pero tenemos carteles en bable y toponimias inventadas. Se queja usted de vicio."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","A [POLITICIAN] la habéis creado entre todos. Es el resultado de la ideología de género. Esa tipa impresentable, desequilibrada y analfabeta es vuestra criatura, progres. Enhorabuena."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Tienen ustedes una cita con la historia de España."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Para alguien como yo, que no pertenece al ámbito religioso y no profesa creencia, lo que hacen los progres con el Islam y el blanqueamiento del yihadismo llama especialmente la atención. Y provoca inquietud y espanto ante lo que está por venir, la negra noche que se avecina."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Se llevó en la maleta la camiseta de Sporting para ver el derbi contra el Oviedo desde Qatar. El derbi es el sábado 17."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Esto no se trata de datos, ni de razón, ni de sentido común. Esto es otra cosa. Hay que conocer la naturaleza de la enfermedad moral de esta gente para poder combatirla."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Eso pasa porque los chavales leen demasiado a Ciorán."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","De momento se lo ha tomado regular. Que haga otro vídeo."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Oye, @user quiero que sepas que no eres más que un chavista ladrón. Que lo dije en su día cuando formasteis @user desde CEPS, lo dije hoy y lo diré cuando haga falta."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Creía que era una cuenta parodia, pero no, no lo es."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Lo he visto en demasiadas ocasiones. Un día, los vecinos se levantan y descubren que les han cambiado el nombre del pueblo. Y a callar."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Siempre es un padre blanco hetero el que ejerce la violencia, también es verdad. Y lo escribe toda ufana, la pájara. Menos luces que un melón colgao."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","Así describe Michael Connelly un antro en uno de sus libros de Harry Bosch. De los vivos, por cierto, me parece de lo mejor en novela negra norteamericana junto con Ellroy y Lawrence Block."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","""Los derrapes sentimentales sobre el terruño pueden ser inocuos o peligrosos, según el nivel de avería mental y los abismos de la emocionalidad más primaria"". 'Cobardía e impunidad'. Artículo."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Parece un tocino al que hubieran embutido en un traje. Ese botón a punto de reventar pide relevo."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","@user Es inevitable preguntarse cuántos puntos se perdieron por la cabezonería del Cuco con Femenías.. Montiel no podía jugar de titular y Obeng lo hacía hasta en banda. En Huesca está bien."
"1b968c49811d54547f5401ebd4821f32","male","journalist","right","moderate_right","En Andalucía, que poco a poco va sacando la cabeza del hoyo, siguen vigentes las huellas del régimen de pillaje y rapiña que mandó durante casi cuatro décadas. Daba mi opinión en Estado de Alarma TV y se puede ver aquí:."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","[POLITICAL_PARTY] se opone a que la mujer pueda decidir abortar por sí sola sin contar con el hombre"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Estufa de astillas de madera: ¿una alternativa económica para la calefacción?"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","España cuadriplicó el crecimiento del conjunto de la OCDE en el segundo trimestre, ante los tambores de recesión."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","El uso del grifo monomando ofrece muchas comodidades, pero un uso incorrecto puede generar despilfarro de agua y consumo innecesario de agua caliente. La situación del monomando en la posición central no implica la salida de agua fría sino templada."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Las ciudades pueden y deben liderar la transición energética hacia un desarrollo bajo en carbono basado en la eficiencia y las energías renovables."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Más de 300 familias de Gipuzkoa ya se abastecen de electricidad generada en comunidades energéticas."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Eve Crowley: ‘El cambio climático es un desafío para la seguridad alimentaria’."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","El jefe de ONU acusa a las petroleras de propagar ""una gran mentira"" sobre el cambio climático como ocurrió con el tabaco. @user"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Un nuevo error, tras la posible incorporación del gas y la energía nuclear en la taxonomía verde de la UE."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Los arrecifes de coral de todo el mundo se quedan sin tiburones y mantas raya."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Turismo ecológico para proteger el . Una resolución de la ONU defiende el [HASHTAG] [HASHTAG] como una de las claves para proteger el medio ambiente y garantizar un desarrollo sostenible."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","WWF denuncia que 20.000 elefantes mueren cada año por tráfico de márfil"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Negacionistas por naturaleza.👇. El neonegacionismo climático de la derecha española: el [POLITICAL_PARTY] de [POLITICIAN] imita el discurso de [POLITICAL_PARTY]."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","La cosmética convencional cada día nos vende nuevos ingredientes y productos de belleza cada vez más sofisticados. Llaman nuestra atención con sus envases bonitos y lujosos. Pero detrás del mundo de la belleza se esconde una de las industrias más contaminantes del planeta."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","""España producirá suficiente hidrógeno verde para autoabastecerse y, además, exportar""."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","La gobernanza metropolitana es clave para la gestión de los retos socioambientales de las ciudades"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","@user Algunos no entienden o no quieren entender la pluralidad y diversidad de nuestro país y el respeto hacia los demás."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Coca-Cola desarrollará una tecnología para convertir el CO2 en azúcar"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Desalojo de islas, lluvia artificial, otros cultivos... Actuaciones forzadas por el cambio climático"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Más de un tercio de la selva amazónica sin deforestar está degradada por incendios, sequías y la acción humana."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Bruselas desmiente el bulo que ha difundido [POLITICIAN] sobre la congelación de fondos europeos"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Las ciudades con políticas climáticas centradas en las personas multiplican beneficios"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Cumpleaños del Refugio de Rapaces de Montejo de la Vega."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","El Gobierno crea el Comisionado para el impulso de la energía sostenible en sistemas insulares"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Una vez más se demuestra el compromiso del Gobierno de @user con [HASHTAG] 👇"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","El Gobierno destina más de 15,9 millones de euros al País Vasco para garantizar el descuento del 30% del transporte público autonómico y local."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Señora [POLITICIAN], lo de señalar a los cargos es más de otra época que de está. Pensábamos que esto ya estaba superado en democracia. No todo vale."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Eolink, un nuevo diseño piramidal para aerogeneradores flotantes de 5 MW a escala real comienza pruebas."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","🌹Este gobierno ha sacado adelante 1⃣5⃣0⃣ proyectos legislativos en un Parlamento fragmentado.. Desgraciadamente, sin la derecha. Cuándo un país tiene dificultades, hay que remangarse. Aun estando en la oposición hay que sumar. 🗣️ @user"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","La sobreexplotación, el cambio climático y la contaminación, principales amenazas para los pingüinos para WWF."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","2 de cada 10 americanos piensan que puede haber sirenas. 3 de cada 10 que no hay [HASHTAG]"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Ante el catastrofismo del [POLITICAL_PARTY], datos.👇. Bank of America confía en que España evitará la recesión y eleva la previsión de crecimiento al 4,4% en 2022."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left",".@user : “Los [POLITICAL_PARTY] gobernamos para la gente” mientras el [POLITICAL_PARTY] se opone “sistemáticamente a todas las medidas que mejoran la protección social”."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Alemania construye el mayor ""amplificador de red eléctrica"" del mundo"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Ribera promete nuevo decreto para el precio del agua desalada."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","El 2022 fue el año más caluroso jamás registrado en el Reino Unido"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Consumo de energía en España, hacia la eficiencia energética."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","La aparición en el río Paraná de dos ejemplares habituados a aguas heladas sorprende a pescadores y científicos - Noticias Ambientales."
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","Los vinos alaveses remontan los malos augurios con una añada óptima en calidad y cantidad"
"1bbc976d94bfc296195176281f4dd4c3","male","politician","left","moderate_left","La salud humana estará cada vez más amenazada si el mundo no toma medidas urgentes para frenar y reparar los graves daños causados al ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El [POLITICAL_PARTY] se aleja del ""giro a la izquierda de [POLITICIAN]: 1) porque su adversario en Euskadi en [POLITICAL_PARTY], que colabora a tope con el pte. 2) porque más impuestos a Iberdrola y BBVA, con sede en Bilbao, no le gusta y 3) porque su origen democristiano le condiciona"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","@user Comprenderá usted que lo bloquee. Tenga respeto por usted mismo."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","[POLITICIAN]: ""[POLITICIAN] necesita más a [POLITICAL_PARTY] que el [POLITICAL_PARTY]"""
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Es tanta la preocupación en el Gobierno que ahora inquieta el proyecto de ley trans y no ""sería imposible"" que el Pte ordenase ralentizarlo en el Senado, tras su aprobación en el Congreso el pasado 22 de diciembre con la abstención de [POLITICIAN]."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","@user Te voy a bloquear. Lo mereces y lo sabes."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Buena propuesta de Feijoo: que [POLITICIAN] designe a un/a ministro/a para insultarle y que los demás se dediquen a gobernar."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Según el artículo 1º de sus Estatutos, Eusko Alkartasuna ([POLITICAL_PARTY]) ""defiende la unidad territorial y la independencia de Euskal Herria mediante la construcción de un Estado propio"" ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El biólogo que explica por qué somos las personas más raras que ha habido nunca. Entrevista de ⁦@user ⁩ en ⁦@user ⁩"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Las medidas del Gobierno sobre ahorro energético son razonable. No lo es en absoluto que, otra vez más, se adopten por decreto ley, unilateralmente, situando al Congreso entre la espada y la pared, o sea, sustituyéndolo. ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Buzón de libros: cuatro periodistas y cuatro historias: Diego Carcedo; Emilio Alfaro; Fernando Jáuregui y Peio H. Riaño. En @user"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","En el País Vasco y Cataluña solo son visibles dos expresiones de la soberanía nacional: la administración de la justicia y el Rey. Urkullu y Aragonés hacen daño a vascos y catalanes que, además de ser, se sienten españoles. No les representan."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Un año después de la 'España invertebrada' (1922), la dictadura de Primo (1923) y 9 después (1931) la proclamación de la II República, el exilio de Alfonso XIII y el derrumbe de la Restauración a manos de la izquierda y sectores de la derecha"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Las últimas verdades y los graves silencios de Joseph Ratzinger: el lobby homosexual; el 'Vatileaks'; los lefebvrianos; la pederastia...la verdad de todo eso se lo lleva Benedicto XVI a la tumba. Densa niebla en la historia de la Iglesia."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","""Punto de encuentro. Prontuario para ciudadanos a punto de renunciar"" lo escribe un farmacéutico asturiano mientras despacha paracetamol. Y es un ejemplo de ciudadanía, responsabilidad, solidaridad. y sensatez. Un breve ensayo sorprendente y ejemplar."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Que sea Trapero el que deje en evidencia a Villarejo que tanto apoya a los independentistas en sus conspiranoias como a Jorge Fdz Díaz en su ""policía patriótica"", demuestra que la catadura de ese tipo es especialmente deleznable."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Las últimas verdades y los graves silencios de Joseph Ratzinger"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","@user Te acompaño en tu sentimiento, alcalde por la pena que dices sentir. Y recuerda; estuve en la mirada de tu socia, Aizpurua. Yo siento pena por eso pactos de este [POLITICAL_PARTY]. Deja de leerme para dejar tb la pena. No te voy a dar alegrías."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Clamó D. Teodoro, párroco de Ermua: ""¡Al que yo bautice, no le matéis!"". Lo hicieron, maniatado. Oker le sujetó para Txapate le descerrajara dos tiros en la nuca. El primero, falló. El segundo fue de ajusticiamiento."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","[POLITICIAN] sigue pareciendo más que una protagonista a la izquierda del [POLITICAL_PARTY], un complemento al socialismo gobernante en el que asemeja representar un ala, un sector o una corriente, mucho más que un liderazgo cuajado y personal."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El fracaso de los nuevos partidos. Un análisis quirúrgico y certero de @user en @user ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","González y [POLITICIAN] secundan a la familia de Griñán en la petición de su indulto parcial por @user"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","En Cataluña están arraigando las ideas sembradas por los integristas del Grupo Koiné que en 2016 propugnaban el monolingüismo, denominaban el castellano lengua de ""dominación"" y definían el bilingüismo como una ""ideología"" ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Si los destinos de [POLITICIAN] y [POLITICIAN] se cruzan, siniestro total. Ninguno de los dos está emocionalmente concernido por la Transición. El nació en 1972 y ella en 1978."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Buckingham contraataca a Harry : estaban sometidos a terapía psicológica. El principio de ""no quejarse y no explicarse"" de los Windsor consiste en estar callados y que otros hable por ellos. Es la monarquía más sofisticada en comunicación política."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Uriel Macías: ""El principal componente de la judeofobia fue el antijudaísmo de la Iglesia"". Entrevista de @user en abierto en @user"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Un de los fracasos del pleno de ayer fue el de [POLITICIAN], Pta del Congreso, que pidió el día 6 que no ocurriera lo que ocurrió ayer. Batet, poco independiente, no ha conseguido sabiendo proteger la dignidad de la Cámara pese a su discurso del día 6 ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","La mayoría de las personas que apoyan el indulto parcial a Griñán lo hacen por razones que entienden son tan poderosas como para exponerse a ser zaheridas porque al mostrarse favorables al perdón no ganan nada y hasta pueden perder reputación. ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","[POLITICIAN]: La militancia impone unos límites uno tiene que expresarse en lo que cree, primero por respeto a sí mismo, después porque el [POLITICAL_PARTY] debe ser un ámbito de libertad de expresión y, por último, porque se lo debo a los aragoneses"". ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Un puñetazo en toda la cara, la respuesta del BCE a [POLITICIAN] por su impuesto expropiatorio a la banca. De ⁦@user ⁩."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","La reforma de cuatro leyes orgánicas estratégicas abre una crisis inédita en el sistema constitucional"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","[POLITICIAN]: ""No somos compañeros de viaje en absoluto. Creo que un socialdemócrata liberal está en las antípodas de un nacionalista, de un independentista.""."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Advertencia de The Economist de que la autobiografía de Harry es ""poco recomendable"" y además que la obra ""es un error de cálculo"" y le hace ver al príncipe que jaula familiar no está construida por la realeza, sino por los ojos del público británico ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El inaudito constitucionalismo del presidente y la sedición. Estatutos de [POLITICAL_PARTY], Eusko Alkartasuna y [POLITICAL_PARTY]: independencia y Estados propio. Artículo 2ª CE: la Constitución se fundamenta en la indisoluble unidad de la nación. Pero él se alía con ellos."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Curiosidades biográficas de los ministros ""independientes"". Calvino, mano derecha de Juncker en la UE (2014-19), [POLITICIAN], nombrado por [POLITICIAN] presidente de AIREF (2012) y Grande-Marlaska vocal del Poder Judicial a propuesta del [POLITICAL_PARTY] en el Senado."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","La invitación a Juan Carlos I refrenda la intensa relación entre los Windsor y los Borbón: relaciones familiares, viajes, momentos críticos de los unos y los otros y la singular anglofilia de la familia real española desde Alfonso XII. Aquí se cuenta. ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","La otra lección para Putin es que China tiene la bolsa del dinero... y también las desde la experiencia de ⁦@user ⁩ en ⁦@user ⁩."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El Poder Judicial 'desquicia' al Gobierno, que activa ya la operación Conde-Pumpido"
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","[POLITICIAN], ex vicepresidenta y exministra de Presidencia, tenía previsto un ""borrador"" de real decreto del Consejo de Ministros, de acuerdo con la Casa del Rey, para regular las honras fúnebres de los reyes. ¿Se sigue con la iniciativa? ."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","Si crecen los extremos, si cunde la antipolítica, si se extiende el hartazgo, si surgen esos “cirujanos de hierro” que nadie se rasgue luego las vestiduras."
"1c25071332a2c345f2538acd22f71b16","male","journalist","right","moderate_right","El Confidencial estrena el pódcast 'Punto ciego', periodismo contra la opacidad dirigido y presentado por ⁦@user ⁩ en ⁦@user ⁩"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Hoy es el último día para votar en las primarias de @user . Si no habéis votado aún, estáis a tiempo. Estoy muy ilusionada por el apoyo, el equipo y lo que vendrá. Gracias 🫶. 🗳️ Vota en:"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Cargados de propuestas e ideas para Madrid, conócelas en:"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","@user Algunas horas libres los fines de semana, especialmente a primera hora de la mañana y última de la tarde. Pero se me quedan cortas, leo mucho menos de lo que querría 🥲"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","La memoria es fundamental para construir sociedades de futuro. Más de 4.000 españoles estuvieron en campos de concentración, muchos de ellos vecinos de Madrid. Los stolpersteine son un homenaje a ellos, para que sus nombres no se borren de la historia."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","¿Esta red de bus sustituye a las actuales? Ni mucho menos. Nuestra red rápida complementa a las líneas existentes de EMT y Metro, llegando a toda la ciudad.. En estas imágenes podéis ver las conexiones de la Red BAV y del Metro."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","El cine es parte de Madrid. Desde sus salas, hasta los grandes estrenos, pasando por ser escenario de numerosas películas. Pero el cine hay que cuidarlo, promocionarlo y acercarlo a todos los barrios. Porque cine que desaparece, no vuelve. 📷Francesc Catalá-Roca (1953)"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Aumentan las salas de juegos y apuestas en Madrid en solo 3 años. ¡Ya son 428!. Necesitamos una normativa seria que ponga freno a estos negocios tóxicos para los barrios. Y alternativas culturales y recreativas saludables. [POLITICIAN] en esto no mueve un dedo."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","[POLITICIAN] abandona los pulmones verdes de Madrid. El caso del parque de la Gavia es desolador. Tantos años de lucha vecinal que acaban en un secarral."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Convivir con la basura en Madrid se está convirtiendo, tristemente, en el pan de cada día. [POLITICIAN] sigue mirando a otro lado y los vecinos hacen el trabajo que debería realizar el Ayuntamiento. 📷@user"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","¿En qué cambian la vida de los vecinos y vecinas los presupuestos de [POLITICIAN]? Nada nuevo en el horizonte."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Banqueros millonarios al mismo tiempo que el 21% de los españoles no llegan a fin de mes. No solo es injusto, es un desastre para la prosperidad económica."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","[POLITICIAN] confirma que no asistirá a la cumbre mundial del clima. Ni presencial, ni online. Su negacionismo climático no tiene límites. París, Berlín, Roma, Barcelona... pero no Madrid. Está convirtiendo nuestra ciudad en una excepción europea: la única que va hacia atrás."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Con la vuelta a la normalidad, vuelve @user a lo grande. Orgullosas de Madrid referente del turismo cultural y de calidad. Tenemos que seguir trabajando en potenciar un turismo sostenible que beneficie al conjunto de la ciudad."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","A pesar de la persecución de la ultraderecha, @user ha conseguido ser presidente. Enhorabuena a todo el pueblo brasileño por esta victoria de la democracia y por el camino de ampliación de derechos que se abre."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","No entiendo que una ley que busca erradicar el abandono y el maltrato, excluya a los perros más abandonados y maltratados. Todos los perros tienen que tener la misma protección. Deben corregir."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Sin más poder que el dolor, ella y tantas más, se opusieron a un régimen siniestro, y en su lucha sembraron libertad y democracia, gracias Hebe, gracias Madres y Abuelas de Plaza de Mayo."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Hablo con @user sobre la política anti árboles de [POLITICIAN], las próximas elecciones o el trabajo que realizamos día a día desde @user . Otro Madrid es posible y no me cansaré de luchar por él."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","[POLITICIAN] prometió que Sol estaría 100% operativo para las campanadas. Esta imagen es de Sol hoy mismo. Es imposible gestionar peor."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Después nos dirán que somos unas exageradas cuando decimos que tenemos miedo"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","No todo sale a la primera. Para que las cosas salgan bien hay que repetir y equivocarse. Lo importante es disfrutar del proceso. El reto de “el año en dos minutos” fue difícil pero el equipo y yo nos lo pasamos muy bien haciéndolo. Con todos ustedes: las tomas falsas 😂"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","A Lorca lo asesinaron al grito de “rojo maricón”. Hoy, casi 87 años después, hay quien intenta profanar la imagen de nuestro poeta más universal. Los nombres de los asesinos y de quienes vandalizan su imagen nadie los recuerda, pero Federico, sin embargo, es eterno."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","No es fácil pero aquí van mis 10 novelas favoritas de 2022. Hay novedades y clásicos, españolas, argentinos y británicos, descubrimientos del año y autores/as que me gustan siempre. Mucha calidad y mucho disfrute detrás ❣️"
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","En el Madrid de [POLITICIAN] se prohíben carreras [POLITICAL_PARTY] y se legalizan chiringuitos franquistas."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","En política hacen falta personas de verdad. Quiero contaros que @user me acompañará a las elecciones de mayo de 2023. Su nombre significa Orcasitas, barrio, 50 años de lucha vecinal, honradez y una voluntad inquebrantable por Madrid y su gente."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Todos los días los niños y niñas de Lavapiés tienen que desplazarse hasta Carabanchel porque su colegio, Moreno Rosales, sigue cerrado tras cinco años. [POLITICIAN] tiene abandonada Madrid."
"1c7de361a5bc726464c11c7a74bd47ca","female","politician","left","left","Hoy Judith Butler ha recibido la Medalla de Oro del @user  un premio más que merecido que reconoce toda una trayectoria brillante de pensamiento crítico y compromiso con las personas a las que se les negó la voz. Un placer conocerla y seguir pensando junto a ella."
